iu_ac,libelle,t_1h,q,k,etat_trafic,iu_nd_amont,libelle_nd_amont,iu_nd_aval,libelle_nd_aval,etat_barre,date_debut,date_fin,geo_point_2d.lon,geo_point_2d.lat,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type
6936,AI_Bagnolet,2023-02-01T16:00:00+00:00,,,Inconnu,3591,AI_Bagnolet-1,776,AI_Bagnolet,Ouvert,2005-01-01,2019-06-01,2.413407820394044,48.86225318319119,Feature,"[[2.4131232581073117, 48.86320494134115], [2.413175349844565, 48.86300820524198], [2.413392677200658, 48.86215751393895], [2.4137771931936136, 48.86133185999192]]",LineString
6939,AI_St_Mande,2023-02-01T16:00:00+00:00,,,Inconnu,3594,AI_St_Mande-1,531,AI_St_Mande,Ouvert,2005-01-01,2019-06-01,2.4135494384927147,48.84277073135489,Feature,"[[2.413459476178483, 48.84323322979508], [2.413639400806947, 48.842308232914704]]",LineString
6940,AI_Reuilly,2023-02-01T16:00:00+00:00,,,Inconnu,3595,AI_Reuilly-1,2821,AI_Reuilly,Ouvert,2005-01-01,2019-06-01,2.403013894044223,48.83120069533952,Feature,"[[2.403405690727828, 48.83167677932205], [2.4026220973606187, 48.83072461135699]]",LineString
6940,AI_Reuilly,2023-02-01T15:00:00+00:00,,,Inconnu,3595,AI_Reuilly-1,2821,AI_Reuilly,Ouvert,2005-01-01,2019-06-01,2.403013894044223,48.83120069533952,Feature,"[[2.403405690727828, 48.83167677932205], [2.4026220973606187, 48.83072461135699]]",LineString
6941,AE_Doree,2023-02-01T16:00:00+00:00,,,Inconnu,3596,AE_Doree-1,539,AE_Doree,Ouvert,2005-01-01,2019-06-01,2.4116727960099396,48.83504358931307,Feature,"[[2.411272011354394, 48.83468731415954], [2.411850555880613, 48.83514776546452], [2.4119688906948844, 48.835475040897656]]",LineString
6941,AE_Doree,2023-02-01T15:00:00+00:00,,,Inconnu,3596,AE_Doree-1,539,AE_Doree,Ouvert,2005-01-01,2019-06-01,2.4116727960099396,48.83504358931307,Feature,"[[2.411272011354394, 48.83468731415954], [2.411850555880613, 48.83514776546452], [2.4119688906948844, 48.835475040897656]]",LineString
6942,AE_Vincennes,2023-02-01T16:00:00+00:00,,,Inconnu,3597,AE_Vincennes-1,534,AE_Vincennes,Ouvert,2005-01-01,2019-06-01,2.4149859032099483,48.848212191026306,Feature,"[[2.41499961074832, 48.84772068104092], [2.4149721956715764, 48.8487037010117]]",LineString
6943,AE_Montreuil,2023-02-01T16:00:00+00:00,,,Inconnu,3598,AE_Montreuil-1,771,AE_Montreuil,Ouvert,2005-01-01,2019-06-01,2.4142094631856192,48.855651758552646,Feature,"[[2.4142477669661653, 48.85512992043855], [2.4141711594050737, 48.85617359666674]]",LineString
6943,AE_Montreuil,2023-02-01T15:00:00+00:00,,,Inconnu,3598,AE_Montreuil-1,771,AE_Montreuil,Ouvert,2005-01-01,2019-06-01,2.4142094631856192,48.855651758552646,Feature,"[[2.4142477669661653, 48.85512992043855], [2.4141711594050737, 48.85617359666674]]",LineString
6944,AE_Lilas,2023-02-01T16:00:00+00:00,,,Inconnu,3599,AE_Lilas-1,789,AE_Lilas,Ouvert,2005-01-01,2019-06-01,2.405659988005374,48.88067860997154,Feature,"[[2.4067615735207792, 48.88029419704937], [2.406456898837567, 48.880433368643494], [2.4060895203772943, 48.88058981024594], [2.405346455587281, 48.88080810255651], [2.4045188754474633, 48.88092343766994]]",LineString
6944,AE_Lilas,2023-02-01T15:00:00+00:00,,,Inconnu,3599,AE_Lilas-1,789,AE_Lilas,Ouvert,2005-01-01,2019-06-01,2.405659988005374,48.88067860997154,Feature,"[[2.4067615735207792, 48.88029419704937], [2.406456898837567, 48.880433368643494], [2.4060895203772943, 48.88058981024594], [2.405346455587281, 48.88080810255651], [2.4045188754474633, 48.88092343766994]]",LineString
6945,AE_Villette,2023-02-01T15:00:00+00:00,,,Inconnu,3600,AE_Villette-1,937,AE_Villette,Ouvert,2005-01-01,2019-06-01,2.382387180890109,48.900516022449885,Feature,"[[2.3839281193865003, 48.900443575448186], [2.383411361538318, 48.90058338526911], [2.3827582212083906, 48.90059423912524], [2.3822546157938054, 48.90055295423695], [2.3808367968657045, 48.90037373829894]]",LineString
