Identifiant arc,Libelle,Date et heure de comptage,Debit horaire,Taux d'occupation,Etat trafic,Identifiant noeud amont,Libelle noeud amont,Identifiant noeud aval,Libelle noeud aval,Etat arc,Date debut dispo data,Date fin dispo data,geo_point_2d,Unnamed: 14
6624,Av_Simon_Bolivar,2023-09-07T22:00:00+02:00,206.0,4.09223,Fluide,3432,Atlas-Simon_Bolivar,3433,Lauzin-Simon_Bolivar,Invalide,39279.0,44927.0,48.8763992558006,2.37749683959955
6636,Pyrenees,2023-12-07T18:00:00+01:00,456.0,7.48056,Fluide,3437,Pyrenees-Ermitage,3436,Pyrenees-Levert,Invalide,39288.0,44927.0,48.8725254515958,2.39116435671209
6757,Quai_Tuileries,2024-03-08T06:00:00+01:00,563.0,2.25,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6793,Quai_d'Orsay,2023-04-03T02:00:00+02:00,95.0,0.30945,Fluide,3522,Quai_d'Orsay-face_57-59,2349,Pl_de_Finlande,Invalide,41472.0,44927.0,48.862523438603,2.30899274499105
6624,Av_Simon_Bolivar,2023-09-07T21:00:00+02:00,286.0,5.00056,Fluide,3432,Atlas-Simon_Bolivar,3433,Lauzin-Simon_Bolivar,Invalide,39279.0,44927.0,48.8763992558006,2.37749683959955
6636,Pyrenees,2023-12-07T16:00:00+01:00,423.0,7.25556,Fluide,3437,Pyrenees-Ermitage,3436,Pyrenees-Levert,Invalide,39288.0,44927.0,48.8725254515958,2.39116435671209
6757,Quai_Tuileries,2024-03-08T04:00:00+01:00,584.0,2.685,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6793,Quai_d'Orsay,2023-04-03T01:00:00+02:00,164.0,0.95555,Fluide,3522,Quai_d'Orsay-face_57-59,2349,Pl_de_Finlande,Invalide,41472.0,44927.0,48.862523438603,2.30899274499105
6624,Av_Simon_Bolivar,2023-09-07T19:00:00+02:00,302.0,4.67889,Fluide,3432,Atlas-Simon_Bolivar,3433,Lauzin-Simon_Bolivar,Invalide,39279.0,44927.0,48.8763992558006,2.37749683959955
6636,Pyrenees,2023-12-07T15:00:00+01:00,334.0,7.32945,Fluide,3437,Pyrenees-Ermitage,3436,Pyrenees-Levert,Invalide,39288.0,44927.0,48.8725254515958,2.39116435671209
6757,Quai_Tuileries,2024-03-08T03:00:00+01:00,851.0,4.04389,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6624,Av_Simon_Bolivar,2023-09-07T16:00:00+02:00,254.0,4.71834,Fluide,3432,Atlas-Simon_Bolivar,3433,Lauzin-Simon_Bolivar,Invalide,39279.0,44927.0,48.8763992558006,2.37749683959955
6757,Quai_Tuileries,2024-03-08T01:00:00+01:00,1345.0,6.80611,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6638,Pyrenees,2023-12-08T00:00:00+01:00,408.0,6.67056,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6638,Pyrenees,2023-12-07T23:00:00+01:00,500.0,7.10111,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6626,Av_Simon_Bolivar,2023-09-07T23:00:00+02:00,209.0,4.52,Fluide,3433,Lauzin-Simon_Bolivar,3434,Manin-Simon_Bolivar,Invalide,39279.0,44927.0,48.8763268398992,2.37887036243039
6638,Pyrenees,2023-12-07T22:00:00+01:00,321.0,4.39056,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6626,Av_Simon_Bolivar,2023-09-07T22:00:00+02:00,206.0,4.09223,Fluide,3433,Lauzin-Simon_Bolivar,3434,Manin-Simon_Bolivar,Invalide,39279.0,44927.0,48.8763268398992,2.37887036243039
6638,Pyrenees,2023-12-07T21:00:00+01:00,395.0,6.08,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6626,Av_Simon_Bolivar,2023-09-07T21:00:00+02:00,286.0,5.00056,Fluide,3433,Lauzin-Simon_Bolivar,3434,Manin-Simon_Bolivar,Invalide,39279.0,44927.0,48.8763268398992,2.37887036243039
6638,Pyrenees,2023-12-07T20:00:00+01:00,423.0,6.67333,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6798,Bd_Malesherbes,2023-04-03T11:00:00+02:00,608.0,9.76389,Fluide,3525,Place_du_Nicaragua,2299,Place_Wagram,Invalide,41522.0,44927.0,48.8861706259789,2.30613212738856
6626,Av_Simon_Bolivar,2023-09-07T20:00:00+02:00,304.0,5.09834,Fluide,3433,Lauzin-Simon_Bolivar,3434,Manin-Simon_Bolivar,Invalide,39279.0,44927.0,48.8763268398992,2.37887036243039
6638,Pyrenees,2023-12-07T19:00:00+01:00,472.0,7.22333,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6798,Bd_Malesherbes,2023-04-03T09:00:00+02:00,712.0,7.64334,Fluide,3525,Place_du_Nicaragua,2299,Place_Wagram,Invalide,41522.0,44927.0,48.8861706259789,2.30613212738856
6638,Pyrenees,2023-12-07T18:00:00+01:00,456.0,7.14722,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6798,Bd_Malesherbes,2023-04-03T08:00:00+02:00,549.0,6.54111,Fluide,3525,Place_du_Nicaragua,2299,Place_Wagram,Invalide,41522.0,44927.0,48.8861706259789,2.30613212738856
6638,Pyrenees,2023-12-07T17:00:00+01:00,404.0,7.32778,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6638,Pyrenees,2023-12-07T16:00:00+01:00,423.0,6.5,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6798,Bd_Malesherbes,2023-04-03T01:00:00+02:00,506.0,5.55389,Fluide,3525,Place_du_Nicaragua,2299,Place_Wagram,Invalide,41522.0,44927.0,48.8861706259789,2.30613212738856
6638,Pyrenees,2023-12-07T15:00:00+01:00,334.0,9.17389,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6636,Pyrenees,2023-09-07T23:00:00+02:00,520.0,8.32778,Fluide,3437,Pyrenees-Ermitage,3436,Pyrenees-Levert,Invalide,39288.0,44927.0,48.8725254515958,2.39116435671209
6636,Pyrenees,2023-09-07T21:00:00+02:00,465.0,6.44389,Fluide,3437,Pyrenees-Ermitage,3436,Pyrenees-Levert,Invalide,39288.0,44927.0,48.8725254515958,2.39116435671209
6636,Pyrenees,2023-09-07T18:00:00+02:00,534.0,9.025,Fluide,3437,Pyrenees-Ermitage,3436,Pyrenees-Levert,Invalide,39288.0,44927.0,48.8725254515958,2.39116435671209
6636,Pyrenees,2023-09-07T16:00:00+02:00,517.0,11.35722,Fluide,3437,Pyrenees-Ermitage,3436,Pyrenees-Levert,Invalide,39288.0,44927.0,48.8725254515958,2.39116435671209
6636,Pyrenees,2023-09-07T15:00:00+02:00,421.0,7.23222,Fluide,3437,Pyrenees-Ermitage,3436,Pyrenees-Levert,Invalide,39288.0,44927.0,48.8725254515958,2.39116435671209
6638,Pyrenees,2023-09-07T23:00:00+02:00,520.0,8.04056,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6638,Pyrenees,2023-09-07T21:00:00+02:00,465.0,5.72278,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6638,Pyrenees,2023-09-07T20:00:00+02:00,543.0,7.25778,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6638,Pyrenees,2023-09-07T16:00:00+02:00,517.0,9.84611,Fluide,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6638,Pyrenees,2023-09-07T15:00:00+02:00,421.0,23.45278,Pr�-satur�,3438,Menilmontant-Pyrenees,3437,Pyrenees-Ermitage,Invalide,39288.0,44927.0,48.8708595879671,2.39337008897417
6512,Belleville,2024-01-05T12:00:00+01:00,253.0,56.55222,Bloqu�,3376,Belleville-Rampal,678,Fbg_Temple-Belleville,Invalide,37687.0,44927.0,48.8724947328372,2.37841967804897
6643,Pyrenees,2023-12-07T20:00:00+01:00,625.0,30.39444,Satur�,725,Pyrenees-face_195,3439,Pyrenees-Bagnolet,Invalide,39288.0,44927.0,48.8602984112568,2.40095286670233
6512,Belleville,2024-01-05T11:00:00+01:00,297.0,43.75778,Satur�,3376,Belleville-Rampal,678,Fbg_Temple-Belleville,Invalide,37687.0,44927.0,48.8724947328372,2.37841967804897
6512,Belleville,2024-01-05T07:00:00+01:00,236.0,8.01889,Fluide,3376,Belleville-Rampal,678,Fbg_Temple-Belleville,Invalide,37687.0,44927.0,48.8724947328372,2.37841967804897
6512,Belleville,2024-01-05T06:00:00+01:00,133.0,2.90056,Fluide,3376,Belleville-Rampal,678,Fbg_Temple-Belleville,Invalide,37687.0,44927.0,48.8724947328372,2.37841967804897
6512,Belleville,2024-01-05T05:00:00+01:00,105.0,2.25389,Fluide,3376,Belleville-Rampal,678,Fbg_Temple-Belleville,Invalide,37687.0,44927.0,48.8724947328372,2.37841967804897
6512,Belleville,2024-01-05T03:00:00+01:00,162.0,3.49556,Fluide,3376,Belleville-Rampal,678,Fbg_Temple-Belleville,Invalide,37687.0,44927.0,48.8724947328372,2.37841967804897
6813,Invalides_Gallieni,2023-04-03T10:00:00+02:00,783.0,9.43222,Fluide,3413,Bd_des_Invalides-Grenelle,3415,Av_Mal_Gallieni-Pl_Invalides,Invalide,41645.0,44927.0,48.8582453976209,2.31440197538638
6813,Invalides_Gallieni,2023-04-03T09:00:00+02:00,827.0,26.57556,Pr�-satur�,3413,Bd_des_Invalides-Grenelle,3415,Av_Mal_Gallieni-Pl_Invalides,Invalide,41645.0,44927.0,48.8582453976209,2.31440197538638
6813,Invalides_Gallieni,2023-04-03T08:00:00+02:00,502.0,2.97111,Fluide,3413,Bd_des_Invalides-Grenelle,3415,Av_Mal_Gallieni-Pl_Invalides,Invalide,41645.0,44927.0,48.8582453976209,2.31440197538638
6813,Invalides_Gallieni,2023-04-03T07:00:00+02:00,187.0,1.16556,Fluide,3413,Bd_des_Invalides-Grenelle,3415,Av_Mal_Gallieni-Pl_Invalides,Invalide,41645.0,44927.0,48.8582453976209,2.31440197538638
6643,Pyrenees,2023-09-08T00:00:00+02:00,307.0,3.53167,Fluide,725,Pyrenees-face_195,3439,Pyrenees-Bagnolet,Invalide,39288.0,44927.0,48.8602984112568,2.40095286670233
6813,Invalides_Gallieni,2023-04-03T06:00:00+02:00,82.0,0.39056,Fluide,3413,Bd_des_Invalides-Grenelle,3415,Av_Mal_Gallieni-Pl_Invalides,Invalide,41645.0,44927.0,48.8582453976209,2.31440197538638
6643,Pyrenees,2023-09-07T21:00:00+02:00,486.0,6.78278,Fluide,725,Pyrenees-face_195,3439,Pyrenees-Bagnolet,Invalide,39288.0,44927.0,48.8602984112568,2.40095286670233
6813,Invalides_Gallieni,2023-04-03T02:00:00+02:00,53.0,0.26445,Fluide,3413,Bd_des_Invalides-Grenelle,3415,Av_Mal_Gallieni-Pl_Invalides,Invalide,41645.0,44927.0,48.8582453976209,2.31440197538638
6643,Pyrenees,2023-09-07T20:00:00+02:00,654.0,21.99222,Pr�-satur�,725,Pyrenees-face_195,3439,Pyrenees-Bagnolet,Invalide,39288.0,44927.0,48.8602984112568,2.40095286670233
6815,Av_Champs_Elysees,2023-04-03T10:00:00+02:00,402.0,6.43111,Fluide,3532,Av_Champs_Elysee_Souterrain,138,Pl_Concorde-Av_Champs_Elysees,Invalide,41645.0,44927.0,48.8660341205587,2.31903315952825
6643,Pyrenees,2023-09-07T16:00:00+02:00,679.0,32.39222,Satur�,725,Pyrenees-face_195,3439,Pyrenees-Bagnolet,Invalide,39288.0,44927.0,48.8602984112568,2.40095286670233
6815,Av_Champs_Elysees,2023-04-03T06:00:00+02:00,77.0,1.81944,Fluide,3532,Av_Champs_Elysee_Souterrain,138,Pl_Concorde-Av_Champs_Elysees,Invalide,41645.0,44927.0,48.8660341205587,2.31903315952825
6815,Av_Champs_Elysees,2023-04-03T05:00:00+02:00,32.0,0.91389,Fluide,3532,Av_Champs_Elysee_Souterrain,138,Pl_Concorde-Av_Champs_Elysees,Invalide,41645.0,44927.0,48.8660341205587,2.31903315952825
6815,Av_Champs_Elysees,2023-04-03T04:00:00+02:00,45.0,1.26056,Fluide,3532,Av_Champs_Elysee_Souterrain,138,Pl_Concorde-Av_Champs_Elysees,Invalide,41645.0,44927.0,48.8660341205587,2.31903315952825
6815,Av_Champs_Elysees,2023-04-03T03:00:00+02:00,50.0,1.79111,Fluide,3532,Av_Champs_Elysee_Souterrain,138,Pl_Concorde-Av_Champs_Elysees,Invalide,41645.0,44927.0,48.8660341205587,2.31903315952825
6815,Av_Champs_Elysees,2023-04-03T02:00:00+02:00,67.0,2.11611,Fluide,3532,Av_Champs_Elysee_Souterrain,138,Pl_Concorde-Av_Champs_Elysees,Invalide,41645.0,44927.0,48.8660341205587,2.31903315952825
6818,Bd_Malesherbes,2023-04-03T10:00:00+02:00,918.0,2.59167,Fluide,3240,Malesherbes-Monceau,3241,Malesherbes-Courcelles,Invalide,41645.0,44927.0,48.8801257196549,2.31354321055581
6818,Bd_Malesherbes,2023-04-03T07:00:00+02:00,264.0,1.03945,Fluide,3240,Malesherbes-Monceau,3241,Malesherbes-Courcelles,Invalide,41645.0,44927.0,48.8801257196549,2.31354321055581
6818,Bd_Malesherbes,2023-04-03T04:00:00+02:00,92.0,0.26611,Fluide,3240,Malesherbes-Monceau,3241,Malesherbes-Courcelles,Invalide,41645.0,44927.0,48.8801257196549,2.31354321055581
6818,Bd_Malesherbes,2023-04-03T02:00:00+02:00,247.0,0.92167,Fluide,3240,Malesherbes-Monceau,3241,Malesherbes-Courcelles,Invalide,41645.0,44927.0,48.8801257196549,2.31354321055581
6652,Av_Pdt_Wilson,2023-09-07T22:00:00+02:00,698.0,6.02056,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-09-07T21:00:00+02:00,916.0,7.22556,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-09-07T20:00:00+02:00,852.0,6.08444,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-12-08T00:00:00+01:00,429.0,3.47778,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-09-07T19:00:00+02:00,946.0,6.865,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-12-07T23:00:00+01:00,454.0,3.38389,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-09-07T18:00:00+02:00,806.0,6.31056,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-12-07T21:00:00+01:00,1014.0,7.13056,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-09-07T16:00:00+02:00,838.0,6.65778,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-12-07T19:00:00+01:00,939.0,7.07333,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-09-07T15:00:00+02:00,822.0,6.86889,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-12-07T18:00:00+01:00,985.0,7.11889,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6652,Av_Pdt_Wilson,2023-12-07T16:00:00+01:00,965.0,7.89556,Fluide,2461,Pl_d'Iena,3445,Place_de_Tokyo,Invalide,39342.0,44927.0,48.8647392435358,2.29541354653625
6711,Bd_Soult,2023-12-07T21:00:00+01:00,188.0,0.37944,Fluide,510,Bd_Soult-Rottembourg,3476,Bd_Soult-Nlle_Caledonie,Invalide,40674.0,44927.0,48.8385109476852,2.4083628479887
6711,Bd_Soult,2023-12-07T20:00:00+01:00,389.0,0.97223,Fluide,510,Bd_Soult-Rottembourg,3476,Bd_Soult-Nlle_Caledonie,Invalide,40674.0,44927.0,48.8385109476852,2.4083628479887
6711,Bd_Soult,2023-12-07T18:00:00+01:00,535.0,1.28667,Fluide,510,Bd_Soult-Rottembourg,3476,Bd_Soult-Nlle_Caledonie,Invalide,40674.0,44927.0,48.8385109476852,2.4083628479887
6711,Bd_Soult,2023-09-07T23:00:00+02:00,104.0,0.235,Fluide,510,Bd_Soult-Rottembourg,3476,Bd_Soult-Nlle_Caledonie,Invalide,40674.0,44927.0,48.8385109476852,2.4083628479887
6711,Bd_Soult,2023-09-07T20:00:00+02:00,579.0,1.41222,Fluide,510,Bd_Soult-Rottembourg,3476,Bd_Soult-Nlle_Caledonie,Invalide,40674.0,44927.0,48.8385109476852,2.4083628479887
6711,Bd_Soult,2023-09-07T19:00:00+02:00,504.0,1.16722,Fluide,510,Bd_Soult-Rottembourg,3476,Bd_Soult-Nlle_Caledonie,Invalide,40674.0,44927.0,48.8385109476852,2.4083628479887
6711,Bd_Soult,2023-09-07T15:00:00+02:00,271.0,0.67333,Fluide,510,Bd_Soult-Rottembourg,3476,Bd_Soult-Nlle_Caledonie,Invalide,40674.0,44927.0,48.8385109476852,2.4083628479887
6717,Bd_Mortier,2023-12-08T00:00:00+01:00,54.0,1.44222,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6717,Bd_Mortier,2023-12-07T23:00:00+01:00,43.0,1.28667,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6713,Cours_de_Vincennes,2023-09-07T23:00:00+02:00,953.0,5.55111,Fluide,514,Bd_Davout-Pte_de_Vincennes,3477,Cours_de_Vincennes-Gal_Niessel,Invalide,40674.0,44927.0,48.8472166182447,2.40991497618121
6717,Bd_Mortier,2023-12-07T21:00:00+01:00,73.0,1.99833,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6713,Cours_de_Vincennes,2023-09-07T22:00:00+02:00,833.0,4.47444,Fluide,514,Bd_Davout-Pte_de_Vincennes,3477,Cours_de_Vincennes-Gal_Niessel,Invalide,40674.0,44927.0,48.8472166182447,2.40991497618121
6717,Bd_Mortier,2023-12-07T20:00:00+01:00,112.0,2.60611,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6713,Cours_de_Vincennes,2023-09-07T19:00:00+02:00,1108.0,7.48778,Fluide,514,Bd_Davout-Pte_de_Vincennes,3477,Cours_de_Vincennes-Gal_Niessel,Invalide,40674.0,44927.0,48.8472166182447,2.40991497618121
6717,Bd_Mortier,2023-12-07T19:00:00+01:00,122.0,3.44778,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6717,Bd_Mortier,2023-12-07T18:00:00+01:00,218.0,6.38556,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6719,Bd_d'Indochine,2023-12-07T20:00:00+01:00,143.0,1.69278,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6719,Bd_d'Indochine,2023-12-07T17:00:00+01:00,144.0,1.33611,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6719,Bd_d'Indochine,2023-12-07T16:00:00+01:00,170.0,2.25834,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6717,Bd_Mortier,2023-09-07T23:00:00+02:00,76.0,1.84167,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6717,Bd_Mortier,2023-09-07T19:00:00+02:00,189.0,4.54333,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6717,Bd_Mortier,2023-09-07T18:00:00+02:00,203.0,4.445,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6717,Bd_Mortier,2023-09-07T17:00:00+02:00,162.0,4.31,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6719,Bd_d'Indochine,2023-09-08T00:00:00+02:00,78.0,0.71278,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6719,Bd_d'Indochine,2023-09-07T22:00:00+02:00,79.0,0.82944,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6719,Bd_d'Indochine,2023-09-07T21:00:00+02:00,100.0,1.44278,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6719,Bd_d'Indochine,2023-09-07T20:00:00+02:00,115.0,1.36722,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6719,Bd_d'Indochine,2023-09-07T19:00:00+02:00,147.0,1.675,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6719,Bd_d'Indochine,2023-09-07T18:00:00+02:00,138.0,1.41778,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6719,Bd_d'Indochine,2023-09-07T17:00:00+02:00,116.0,1.36444,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6719,Bd_d'Indochine,2023-09-07T15:00:00+02:00,133.0,1.39056,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3480,Bd_Indochine-Marchais,Invalide,40674.0,44927.0,48.8853682490313,2.39651386156779
6720,Av_Pte_Chaumont,2023-09-08T00:00:00+02:00,185.0,0.74722,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3481,Av_Pte_Chaumont-Marseillaise,Invalide,40674.0,44927.0,48.8860483245353,2.3975397255522
6720,Av_Pte_Chaumont,2023-09-07T18:00:00+02:00,440.0,2.03,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3481,Av_Pte_Chaumont-Marseillaise,Invalide,40674.0,44927.0,48.8860483245353,2.3975397255522
6720,Av_Pte_Chaumont,2023-09-07T16:00:00+02:00,334.0,1.58556,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3481,Av_Pte_Chaumont-Marseillaise,Invalide,40674.0,44927.0,48.8860483245353,2.3975397255522
6720,Av_Pte_Chaumont,2023-09-07T15:00:00+02:00,320.0,1.68167,Fluide,798,Bd_Indochine-Av_Pte_Chaumont,3481,Av_Pte_Chaumont-Marseillaise,Invalide,40674.0,44927.0,48.8860483245353,2.3975397255522
6603,Julia_Bartet,2023-12-07T00:00:00+01:00,247.0,4.52389,Fluide,636,Julia_Bartet-PI,647,Place_de_la_Porte_de_Vanves,Invalide,39155.0,44927.0,48.8268044172518,2.30403553711766
6603,Julia_Bartet,2023-12-06T22:00:00+01:00,313.0,8.74389,Fluide,636,Julia_Bartet-PI,647,Place_de_la_Porte_de_Vanves,Invalide,39155.0,44927.0,48.8268044172518,2.30403553711766
6603,Julia_Bartet,2023-12-06T21:00:00+01:00,365.0,18.25056,Pr�-satur�,636,Julia_Bartet-PI,647,Place_de_la_Porte_de_Vanves,Invalide,39155.0,44927.0,48.8268044172518,2.30403553711766
6603,Julia_Bartet,2023-12-06T17:00:00+01:00,326.0,9.81889,Fluide,636,Julia_Bartet-PI,647,Place_de_la_Porte_de_Vanves,Invalide,39155.0,44927.0,48.8268044172518,2.30403553711766
6757,Quai_Tuileries,2023-12-08T00:00:00+01:00,1196.0,5.35389,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6757,Quai_Tuileries,2023-12-07T22:00:00+01:00,1332.0,6.54611,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6757,Quai_Tuileries,2023-12-07T21:00:00+01:00,1634.0,9.02056,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6757,Quai_Tuileries,2023-12-07T20:00:00+01:00,1483.0,20.75167,Pr�-satur�,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6757,Quai_Tuileries,2023-12-07T19:00:00+01:00,1289.0,41.19222,Satur�,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6757,Quai_Tuileries,2023-12-07T18:00:00+01:00,1476.0,14.985,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
